Temperature
27,54
27,54
27,54
27,54
27,54
27,54
27,54
27,54
27,54
27,54
27,54
27,54
27,54
26,52
26,52
26,52
27,54
26,52
27,54
26,52
26,52
27,54
26,52
26,52
26,52
26,52
26,52
26,52
26,52
26,52
26,52
26,52
26,52
26,52
26,52
26,52
26,52
26,52
26,52
26,52
26,52
26,52
26,52
26,52
26,52
26,52
26,52
26,52
26,52
26,52
26,52
26,52
26,52
26,52
26,52
26,52
26,52
26,52
26,52
26,52
26,52
26,52
26,52
26,52
26,52
26,52
26,52
26,52
26,52
26,52
26,52
26,52
26,52
26,52
26,52
26,52
26,52
26,52
26,52
26,52
26,52
26,52
26,52
26,52
26,52
26,52
26,52
26,52
26,52
26,52
26,52
26,52
26,52
26,52
26,52
26,52
26,52
26,52
26,52
26,52
26,52
26,52
26,52
26,52
26,52
26,52
26,52
26,52
26,52
26,52
26,52
26,52
26,52
26,52
26,52
26,52
26,52
26,52
26,52
26,52
26,52
26,52
26,52
26,52
26,52
26,52
26,52
26,52
27,54
27,54
26,52
26,52
26,52
26,52
26,52
27,54
27,54
27,54
26,52
27,54
27,54
27,54
27,54
27,54
27,54
27,54
27,54
27,54
27,54
27,54
27,54
27,54
27,54
26,52
27,54
27,54
26,52
27,54
27,54
27,54
27,54
27,54
27,54
27,54
27,54
27,54
27,54
27,54
27,54
27,54
27,54
27,54
27,54
27,54
27,54
27,54
27,54
27,54
27,54
27,54
27,54
27,54
27,54
